opp_created_at,symbol,base,quote,buy_at,sell_at,invest.min.base,invest.min.quote,invest.min.profit,invest.min.profit_percent,invest.max.base,invest.max.quote,invest.max.profit,invest.max.profit_percent,profit_loop_percent
2019-09-13T00:00:16.669Z,BTC/USDT,BTC,USDT,livecoin,bittrex,0.0001,1.0340761728264323,0.0010340761728264323,0.1,0.00047215000000000007,4.8823906500000005,0.008923292061203906,0.1827648113574014,-0.8329
2019-09-13T00:00:17.377Z,BTC/USDT,BTC,USDT,livecoin,poloniex,0.0001,1.0335,0.0010335000000000001,0.1,0.00029079,3.0053146500000003,0.0030335140131501535,0.10093831649708136,-1.4179
2019-09-13T00:00:46.144Z,BTG/BTC,BTG,BTC,binance,exmo,0.01,9.89e-06,9.890000000000001e-09,0.1,0.07,6.923000000000001e-05,1.2973380000000464e-07,0.18739534883721598,-0.3139
2019-09-13T00:00:46.308Z,BTC/USDT,BTC,USDT,livecoin,kucoin,0.0001,1.0354252044325565,0.0010354252044325566,0.1,0.00143935,14.90339268,0.05120291511649473,0.34356549690331806,-0.4869
2019-09-13T00:01:16.163Z,BTC/USDT,BTC,USDT,livecoin,gateio,0.0001,1.0354252044325565,0.0010354252044325566,0.1,0.00143935,14.90339268,0.025532804807144687,0.17132209662172498,-0.4619
2019-09-13T00:01:16.868Z,BTC/USDT,BTC,USDT,livecoin,exmo,0.0001,1.0340761728264323,0.0010340761728264323,0.1,0.00047215000000000007,4.8823906500000005,0.007950048156599103,0.16283105401652165,-0.7994
2019-09-13T00:01:45.935Z,BTC/USDT,BTC,USDT,livecoin,binance,0.0001,1.0354252044325565,0.0010354252044325566,0.1,0.00143935,14.90339268,0.05058925384280587,0.33944790242758244,-0.1217
2019-09-13T00:02:16.109Z,BTC/USDT,BTC,USDT,livecoin,poloniex,0.0001,1.0340761728264323,0.0010340761728264323,0.1,0.00047215000000000007,4.8823906500000005,0.007882742361502706,0.16145251223399557,-1.3021
2019-09-13T00:02:26.163Z,BTC/USDT,BTC,USDT,livecoin,bittrex,0.0001,1.0354252044325565,0.0010354252044325566,0.1,0.00143935,14.90339268,0.02956590660887497,0.19838373210518515,-0.6278
2019-09-13T00:02:46.252Z,BTC/USDT,BTC,USDT,livecoin,kucoin,0.0001,1.0354252044325565,0.0010354252044325566,0.1,0.00143935,14.90339268,0.05208894535626804,0.3495106548871263,-0.483
2019-09-13T00:03:16.475Z,BTC/USDT,BTC,USDT,livecoin,gateio,0.0001,1.0354252044325565,0.0010354252044325566,0.1,0.00143935,14.90339268,0.02771053181303814,0.18593438694147152,-0.4479
2019-09-13T00:03:17.220Z,BTC/USDT,BTC,USDT,livecoin,exmo,0.0001,1.0340761728264323,0.0010340761728264323,0.1,0.00047215000000000007,4.8823906500000005,0.0093069827884898,0.1906234764006399,-0.7625
2019-09-13T00:03:46.263Z,BTC/USDT,BTC,USDT,livecoin,binance,0.0001,1.0354252044325565,0.0010354252044325566,0.1,0.00143935,14.90339268,0.0630685895377852,0.42318276711866926,-0.0396
2019-09-13T00:04:16.376Z,BTC/USDT,BTC,USDT,livecoin,bittrex,0.0001,1.0354252044325565,0.0010354252044325566,0.1,0.00143935,14.90339268,0.031084519631967306,0.20857344565363292,-0.5903
2019-09-13T00:04:17.123Z,BTC/USDT,BTC,USDT,livecoin,poloniex,0.0001,1.0340761728264323,0.0010340761728264323,0.1,0.00047215000000000007,4.8823906500000005,0.008099469922017297,0.1658914761770916,-1.2977
2019-09-13T00:04:46.507Z,BTC/USDT,BTC,USDT,livecoin,kucoin,0.0001,1.0354252044325565,0.0010354252044325566,0.1,0.00143935,14.90339268,0.05319445965089815,0.3569285248873825,-0.4907
2019-09-13T00:05:16.045Z,BTC/USDT,BTC,USDT,livecoin,gateio,0.0001,1.0354252044325565,0.0010354252044325566,0.1,0.00143935,14.90339268,0.03167131044537794,0.212510742522943,-0.4213
2019-09-13T00:05:16.690Z,BTC/USDT,BTC,USDT,livecoin,exmo,0.0001,1.0340761728264323,0.0010340761728264323,0.1,0.00047215000000000007,4.8823906500000005,0.010458839934844972,0.21421554899227432,-0.7529
2019-09-13T00:05:46.250Z,BTC/USDT,BTC,USDT,livecoin,binance,0.0001,1.0354252044325565,0.0010354252044325566,0.1,0.00143935,14.90339268,0.06829514531094615,0.4582523374197649,-0.0064
2019-09-13T00:06:16.194Z,BTC/USDT,BTC,USDT,livecoin,bittrex,0.0001,1.0354252044325565,0.0010354252044325566,0.1,0.00143935,14.90339268,0.043295768346089045,0.29050947845043995,-0.5381
2019-09-13T00:06:16.948Z,BTC/USDT,BTC,USDT,livecoin,poloniex,0.0001,1.0335,0.0010335000000000001,0.1,0.00029079,3.0053146500000003,0.013095800347500146,0.4357547169811369,-1.0853
2019-09-13T00:06:46.194Z,ATOM/USDT,ATOM,USDT,poloniex,binance,1e-06,3.0890339699999998e-06,3.0890339699999997e-09,0.1,0.38847096,1.1999999917985111,0.0012199717131126237,0.10166431012088423,-0.0292
2019-09-13T00:06:55.487Z,ATOM/USDT,ATOM,USDT,poloniex,kucoin,1e-06,3.0890339699999998e-06,3.0890339699999997e-09,0.1,0.2849,0.880065778053,0.0008947128018675747,0.10166431012088423,-0.3831
