created_at,base,ticket1,ticket2,ticket3,exchange1,exchange2,exchange3,profit
2019-08-14T09:25:26.401Z,USD,USDT/USD,DASH/USDT,DASH/USD,kraken,okex,livecoin,1.0646
2019-08-14T09:25:26.402Z,USD,USDT/USD,BTC/USDT,BTC/USD,kraken,bittrex,livecoin,2.1316
2019-08-14T09:25:26.400Z,USD,USDT/USD,ETH/USDT,ETH/USD,kraken,okex,livecoin,1.55
2019-08-14T09:25:26.399Z,USD,USDT/USD,LTC/USDT,LTC/USD,kraken,okex,livecoin,1.4361
2019-08-14T09:25:26.400Z,USD,USDT/USD,BCH/USDT,BCH/USD,kraken,okex,livecoin,2.8047
2019-08-14T09:25:26.398Z,USD,USDT/USD,DASH/USDT,DASH/USD,kraken,binance,livecoin,1.1859
2019-08-14T09:25:26.399Z,USD,USDT/USD,BTC/USDT,BTC/USD,kraken,okex,livecoin,2.4198
2019-08-14T09:25:26.392Z,USD,USDT/USD,BCH/USDT,BCH/USD,kraken,binance,livecoin,2.8597
2019-08-14T09:25:26.392Z,USD,USDT/USD,ETC/USDT,ETC/USD,kraken,binance,kraken,1.0161
2019-08-14T09:25:26.391Z,USD,USDT/USD,LTC/USDT,LTC/USD,kraken,binance,livecoin,1.5499
2019-08-14T09:25:26.391Z,USD,USDT/USD,ETH/USDT,ETH/USD,kraken,binance,livecoin,1.6566
2019-08-14T09:25:26.391Z,USD,USDT/USD,BTC/USDT,BTC/USD,kraken,binance,livecoin,2.4853
2019-08-14T09:25:26.390Z,USD,EOS/USD,EOS/BTC,BTC/USD,kraken,exmo,livecoin,1.8202
2019-08-14T09:25:26.389Z,USD,EOS/USD,EOS/BTC,BTC/USD,kraken,gateio,livecoin,1.9393
2019-08-14T09:25:26.390Z,USD,EOS/USD,EOS/BTC,BTC/USD,kraken,zb,livecoin,2.0794
2019-08-14T09:25:26.386Z,USD,EOS/USD,EOS/BTC,BTC/USD,kraken,poloniex,livecoin,1.7764
2019-08-14T09:25:26.389Z,USD,EOS/USD,EOS/ETH,ETH/USD,kraken,gateio,livecoin,1.1267
2019-08-14T09:25:26.386Z,USD,EOS/USD,EOS/ETH,ETH/USD,kraken,poloniex,livecoin,1.0734
2019-08-14T09:25:26.565Z,USD,NEO/USD,NEO/BTC,BTC/USD,exmo,hitbtc,livecoin,1.1122
2019-08-14T09:25:26.564Z,USD,NEO/USD,NEO/BTC,BTC/USD,exmo,kucoin,livecoin,1.3357
2019-08-14T09:25:26.564Z,USD,NEO/USD,NEO/BTC,BTC/USD,exmo,bitfinex,livecoin,1.0346
2019-08-14T09:25:26.560Z,USD,NEO/USD,NEO/BTC,BTC/USD,exmo,binance,livecoin,1.3771
2019-08-14T09:25:26.563Z,USD,NEO/USD,NEO/BTC,BTC/USD,exmo,okex,livecoin,1.3792
2019-08-14T09:25:26.559Z,USD,XEM/USD,XEM/BTC,BTC/USD,exmo,binance,livecoin,1.0192
2019-08-14T09:25:26.558Z,USD,BTC/USD,ETH/BTC,ETH/USD,exmo,exmo,livecoin,1.226
2019-08-14T09:25:26.557Z,USD,BTC/USD,LTC/BTC,LTC/USD,exmo,zb,livecoin,1.0743
2019-08-14T09:25:26.558Z,USD,BTC/USD,BCH/BTC,BCH/USD,exmo,exmo,livecoin,2.1211
2019-08-14T09:25:26.556Z,USD,BTC/USD,XTZ/BTC,XTZ/USD,exmo,livecoin,kraken,2.2515
2019-08-14T09:25:26.557Z,USD,BTC/USD,ETH/BTC,ETH/USD,exmo,zb,livecoin,1.1542
2019-08-14T09:25:26.554Z,USD,BTC/USD,XTZ/BTC,XTZ/USD,exmo,livecoin,bitfinex,2.6587
2019-08-14T09:25:26.554Z,USD,BTC/USD,ETH/BTC,ETH/USD,exmo,livecoin,livecoin,1.0509
2019-08-14T09:25:26.554Z,USD,BTC/USD,BCH/BTC,BCH/USD,exmo,livecoin,livecoin,2.0537
2019-08-14T09:25:26.553Z,USD,BTC/USD,ETH/BTC,ETH/USD,exmo,gateio,livecoin,1.2156
2019-08-14T09:25:26.553Z,USD,BTC/USD,BCH/BTC,BCH/USD,exmo,gateio,livecoin,2.0437
2019-08-14T09:25:26.551Z,USD,BTC/USD,ETH/BTC,ETH/USD,exmo,poloniex,livecoin,1.0634
2019-08-14T09:25:26.552Z,USD,BTC/USD,BCH/BTC,BCH/USD,exmo,poloniex,livecoin,2.1566
2019-08-14T09:25:26.551Z,USD,BTC/USD,ETH/BTC,ETH/USD,exmo,kraken,livecoin,1.0428
2019-08-14T09:25:26.551Z,USD,BTC/USD,LTC/BTC,LTC/USD,exmo,kraken,livecoin,1.0412
2019-08-14T09:25:26.550Z,USD,BTC/USD,BCH/BTC,BCH/USD,exmo,kraken,livecoin,2.1687
2019-08-14T09:25:26.550Z,USD,BTC/USD,ETH/BTC,ETH/USD,exmo,hitbtc,livecoin,1.1235
2019-08-14T09:25:26.550Z,USD,BTC/USD,BCH/BTC,BCH/USD,exmo,hitbtc,livecoin,2.2947
2019-08-14T09:25:26.549Z,USD,BTC/USD,ETH/BTC,ETH/USD,exmo,kucoin,livecoin,1.2904
2019-08-14T09:25:26.549Z,USD,BTC/USD,BCH/BTC,BCH/USD,exmo,kucoin,livecoin,2.3258
2019-08-14T09:25:26.548Z,USD,BTC/USD,BCH/BTC,BCH/USD,exmo,bitfinex,livecoin,2.3134
2019-08-14T09:25:26.548Z,USD,BTC/USD,LTC/BTC,LTC/USD,exmo,kucoin,livecoin,1.2011
2019-08-14T09:25:26.546Z,USD,BTC/USD,LTC/BTC,LTC/USD,exmo,bitfinex,livecoin,1.0692
2019-08-14T09:25:26.546Z,USD,BTC/USD,ETH/BTC,ETH/USD,exmo,bitfinex,livecoin,1.2771
2019-08-14T09:25:26.545Z,USD,BTC/USD,BCH/BTC,BCH/USD,exmo,bittrex,livecoin,2.0303
2019-08-14T09:25:26.544Z,USD,BTC/USD,BCH/BTC,BCH/USD,exmo,okex,livecoin,2.3942
2019-08-14T09:25:26.545Z,USD,BTC/USD,ETH/BTC,ETH/USD,exmo,bittrex,livecoin,1.0018
2019-08-14T09:25:26.543Z,USD,BTC/USD,LTC/BTC,LTC/USD,exmo,okex,livecoin,1.2009
2019-08-14T09:25:26.544Z,USD,BTC/USD,ETH/BTC,ETH/USD,exmo,okex,livecoin,1.2146
2019-08-14T09:25:26.542Z,USD,BTC/USD,LTC/BTC,LTC/USD,exmo,binance,livecoin,1.239
2019-08-14T09:25:26.543Z,USD,BTC/USD,BCH/BTC,BCH/USD,exmo,binance,livecoin,2.5466
2019-08-14T09:25:26.542Z,USD,BTC/USD,ETH/BTC,ETH/USD,exmo,binance,livecoin,1.3314
2019-08-14T09:25:26.530Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,kraken,exmo,livecoin,2.1333
2019-08-14T09:25:26.522Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,kraken,gateio,livecoin,1.3517
2019-08-14T09:25:26.522Z,USD,ZEC/USD,ZEC/ETH,ETH/USD,kraken,poloniex,livecoin,1.0409
2019-08-14T09:25:26.521Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,kraken,kraken,livecoin,1.8139
2019-08-14T09:25:26.522Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,kraken,poloniex,livecoin,1.6433
2019-08-14T09:25:26.521Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,kraken,kucoin,livecoin,2.0861
2019-08-14T09:25:26.521Z,USD,ZEC/USD,ZEC/ETH,ETH/USD,kraken,hitbtc,livecoin,1.1295
2019-08-14T09:25:26.520Z,USD,ZEC/USD,ZEC/ETH,ETH/USD,kraken,bittrex,livecoin,1.2295
2019-08-14T09:25:26.521Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,kraken,hitbtc,livecoin,2.0339
2019-08-14T09:25:26.519Z,USD,ZEC/USD,ZEC/ETH,ETH/USD,kraken,okex,livecoin,1.4326
2019-08-14T09:25:26.520Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,kraken,bitfinex,livecoin,1.8857
2019-08-14T09:25:26.520Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,kraken,bittrex,livecoin,1.8345
2019-08-14T09:25:26.519Z,USD,ZEC/USD,ZEC/ETH,ETH/USD,kraken,binance,livecoin,1.4499
2019-08-14T09:25:26.519Z,USD,XMR/USD,XMR/ETH,ETH/USD,kraken,exmo,livecoin,1.3264
2019-08-14T09:25:26.519Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,kraken,okex,livecoin,1.4533
2019-08-14T09:25:26.518Z,USD,XMR/USD,XMR/BTC,BTC/USD,kraken,gateio,livecoin,1.5569
2019-08-14T09:25:26.519Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,kraken,binance,livecoin,2.1994
2019-08-14T09:25:26.518Z,USD,XMR/USD,XMR/BTC,BTC/USD,kraken,poloniex,livecoin,1.8186
2019-08-14T09:25:26.519Z,USD,XMR/USD,XMR/BTC,BTC/USD,kraken,exmo,livecoin,1.7897
2019-08-14T09:25:26.518Z,USD,XMR/USD,XMR/ETH,ETH/USD,kraken,hitbtc,livecoin,1.214
2019-08-14T09:25:26.518Z,USD,XMR/USD,XMR/BTC,BTC/USD,kraken,kraken,livecoin,1.8744
2019-08-14T09:25:26.517Z,USD,XMR/USD,XMR/BTC,BTC/USD,kraken,kucoin,livecoin,1.7662
2019-08-14T09:25:26.517Z,USD,XMR/USD,XMR/BTC,BTC/USD,kraken,hitbtc,livecoin,2.0482
2019-08-14T09:25:26.515Z,USD,XMR/USD,XMR/ETH,ETH/USD,kraken,bittrex,livecoin,1.0976
2019-08-14T09:25:26.517Z,USD,XMR/USD,XMR/ETH,ETH/USD,kraken,kucoin,livecoin,1.2074
2019-08-14T09:25:26.515Z,USD,XMR/USD,XMR/BTC,BTC/USD,kraken,bittrex,livecoin,2.0081
2019-08-14T09:25:26.516Z,USD,XMR/USD,XMR/BTC,BTC/USD,kraken,bitfinex,livecoin,2.0609
2019-08-14T09:25:26.515Z,USD,XMR/USD,XMR/BTC,BTC/USD,kraken,okex,livecoin,1.0631
2019-08-14T09:25:26.515Z,USD,XMR/USD,XMR/ETH,ETH/USD,kraken,okex,livecoin,1.3948
2019-08-14T09:25:26.515Z,USD,XMR/USD,XMR/ETH,ETH/USD,kraken,binance,livecoin,1.4386
2019-08-14T09:25:26.514Z,USD,XMR/USD,XMR/BTC,BTC/USD,kraken,binance,livecoin,2.24
2019-08-14T09:25:26.514Z,USD,XLM/USD,XLM/BTC,BTC/USD,kraken,exmo,livecoin,1.8322
2019-08-14T09:25:26.514Z,USD,XLM/USD,XLM/BTC,BTC/USD,kraken,zb,livecoin,1.9773
2019-08-14T09:25:26.506Z,USD,XLM/USD,XLM/BTC,BTC/USD,kraken,poloniex,livecoin,1.8751
2019-08-14T09:25:26.506Z,USD,XLM/USD,XLM/BTC,BTC/USD,kraken,gateio,livecoin,1.6872
2019-08-14T09:25:26.505Z,USD,XLM/USD,XLM/BTC,BTC/USD,kraken,hitbtc,livecoin,1.9338
2019-08-14T09:25:26.505Z,USD,XLM/USD,XLM/BTC,BTC/USD,kraken,kraken,livecoin,1.8547
2019-08-14T09:25:26.504Z,USD,XLM/USD,XLM/ETH,ETH/USD,kraken,kucoin,livecoin,1.0631
2019-08-14T09:25:26.504Z,USD,XLM/USD,XLM/BTC,BTC/USD,kraken,kucoin,livecoin,2.1817
2019-08-14T09:25:26.503Z,USD,XLM/USD,XLM/BTC,BTC/USD,kraken,bitfinex,livecoin,2.1223
2019-08-14T09:25:26.504Z,USD,XLM/USD,XLM/ETH,ETH/USD,kraken,bitfinex,livecoin,1.0431
2019-08-14T09:25:26.503Z,USD,XLM/USD,XLM/BTC,BTC/USD,kraken,bittrex,livecoin,1.7302
2019-08-14T09:25:26.503Z,USD,XLM/USD,XLM/ETH,ETH/USD,kraken,okex,livecoin,1.1301
2019-08-14T09:25:26.502Z,USD,XLM/USD,XLM/ETH,ETH/USD,kraken,binance,livecoin,1.4224
2019-08-14T09:25:26.503Z,USD,XLM/USD,XLM/BTC,BTC/USD,kraken,okex,livecoin,2.0795
2019-08-14T09:25:26.501Z,USD,BTC/USD,ETH/BTC,ETH/USD,kraken,exmo,livecoin,1.3522
2019-08-14T09:25:26.502Z,USD,XLM/USD,XLM/BTC,BTC/USD,kraken,binance,livecoin,2.1817
2019-08-14T09:25:26.500Z,USD,BTC/USD,DASH/BTC,DASH/USD,kraken,zb,livecoin,1.0366
2019-08-14T09:25:26.500Z,USD,BTC/USD,BCH/BTC,BCH/USD,kraken,exmo,livecoin,2.2484
2019-08-14T09:25:26.500Z,USD,BTC/USD,LTC/BTC,LTC/USD,kraken,zb,livecoin,1.2003
2019-08-14T09:25:26.499Z,USD,BTC/USD,ETH/BTC,ETH/USD,kraken,zb,livecoin,1.2803
2019-08-14T09:25:26.498Z,USD,BTC/USD,XTZ/BTC,XTZ/USD,kraken,livecoin,bitfinex,2.7866
2019-08-14T09:25:26.490Z,USD,BTC/USD,BCH/BTC,BCH/USD,kraken,livecoin,livecoin,2.1809
2019-08-14T09:25:26.499Z,USD,BTC/USD,XTZ/BTC,XTZ/USD,kraken,livecoin,kraken,2.3789
2019-08-14T09:25:26.490Z,USD,BTC/USD,ETH/BTC,ETH/USD,kraken,livecoin,livecoin,1.1768
2019-08-14T09:25:26.489Z,USD,BTC/USD,BCH/BTC,BCH/USD,kraken,gateio,livecoin,2.1709
2019-08-14T09:25:26.488Z,USD,BTC/USD,BCH/BTC,BCH/USD,kraken,poloniex,livecoin,2.2839
2019-08-14T09:25:26.488Z,USD,BTC/USD,ETH/BTC,ETH/USD,kraken,gateio,livecoin,1.3418
2019-08-14T09:25:26.488Z,USD,BTC/USD,ETH/BTC,ETH/USD,kraken,poloniex,livecoin,1.1893
2019-08-14T09:25:26.487Z,USD,BTC/USD,LTC/BTC,LTC/USD,kraken,poloniex,livecoin,1.0799
2019-08-14T09:25:26.486Z,USD,BTC/USD,BCH/BTC,BCH/USD,kraken,kraken,livecoin,2.296
2019-08-14T09:25:26.487Z,USD,BTC/USD,LTC/BTC,LTC/USD,kraken,kraken,livecoin,1.1671
2019-08-14T09:25:26.486Z,USD,BTC/USD,ETH/BTC,ETH/USD,kraken,kraken,livecoin,1.1688
2019-08-14T09:25:26.486Z,USD,BTC/USD,BCH/BTC,BCH/USD,kraken,hitbtc,livecoin,2.4222
2019-08-14T09:25:26.485Z,USD,BTC/USD,LTC/BTC,LTC/USD,kraken,hitbtc,livecoin,1.0954
2019-08-14T09:25:26.484Z,USD,BTC/USD,ETH/BTC,ETH/USD,kraken,kucoin,livecoin,1.4167
2019-08-14T09:25:26.485Z,USD,BTC/USD,ETH/BTC,ETH/USD,kraken,hitbtc,livecoin,1.2496
2019-08-14T09:25:26.484Z,USD,BTC/USD,BCH/BTC,BCH/USD,kraken,kucoin,livecoin,2.4534
2019-08-14T09:25:26.483Z,USD,BTC/USD,LTC/BTC,LTC/USD,kraken,kucoin,livecoin,1.3272
2019-08-14T09:25:26.473Z,USD,BTC/USD,BCH/BTC,BCH/USD,kraken,bitfinex,livecoin,2.4409
2019-08-14T09:25:26.472Z,USD,BTC/USD,ETH/BTC,ETH/USD,kraken,bitfinex,livecoin,1.4034
2019-08-14T09:25:26.471Z,USD,BTC/USD,BCH/BTC,BCH/USD,kraken,bittrex,livecoin,2.1574
2019-08-14T09:25:26.472Z,USD,BTC/USD,LTC/BTC,LTC/USD,kraken,bitfinex,livecoin,1.1952
2019-08-14T09:25:26.470Z,USD,BTC/USD,LTC/BTC,LTC/USD,kraken,bittrex,livecoin,1.0409
2019-08-14T09:25:26.471Z,USD,BTC/USD,ETH/BTC,ETH/USD,kraken,bittrex,livecoin,1.1277
2019-08-14T09:25:26.469Z,USD,BTC/USD,BCH/BTC,BCH/USD,kraken,okex,livecoin,2.5218
2019-08-14T09:25:26.469Z,USD,BTC/USD,ETH/BTC,ETH/USD,kraken,okex,livecoin,1.3408
2019-08-14T09:25:26.469Z,USD,BTC/USD,LTC/BTC,LTC/USD,kraken,okex,livecoin,1.327
2019-08-14T09:25:26.468Z,USD,BTC/USD,BCH/BTC,BCH/USD,kraken,binance,livecoin,2.6744
2019-08-14T09:25:26.468Z,USD,BTC/USD,LTC/BTC,LTC/USD,kraken,binance,livecoin,1.3652
2019-08-14T09:25:26.467Z,USD,BTC/USD,ETH/BTC,ETH/USD,kraken,binance,livecoin,1.4577
2019-08-14T09:25:26.467Z,USD,XTZ/USD,XTZ/USDT,USDT/USD,kraken,zb,exmo,1.1057
2019-08-14T09:25:26.467Z,USD,XTZ/USD,XTZ/USDT,USDT/USD,kraken,zb,bitfinex,1.5219
2019-08-14T09:25:26.466Z,USD,XTZ/USD,XTZ/BTC,BTC/USD,kraken,gateio,livecoin,1.9072
2019-08-14T09:25:26.466Z,USD,XTZ/USD,XTZ/BTC,BTC/USD,kraken,kraken,livecoin,2.0596
2019-08-14T09:25:26.457Z,USD,XTZ/USD,XTZ/BTC,BTC/USD,kraken,bitfinex,livecoin,1.5459
2019-08-14T09:25:26.458Z,USD,XTZ/USD,XTZ/BTC,BTC/USD,kraken,hitbtc,livecoin,1.8728
2019-08-14T09:25:26.456Z,USD,LTC/USD,LTC/BTC,BTC/USD,kraken,exmo,livecoin,1.8596
2019-08-14T09:25:26.457Z,USD,XTZ/USD,XTZ/BTC,BTC/USD,kraken,kucoin,livecoin,1.6806
2019-08-14T09:25:34.317Z,ETH,ETH/BTC,ETC/BTC,ETC/ETH,binance,bitfinex,kraken,1.2002
2019-08-14T09:25:34.318Z,ETH,ETH/BTC,ETC/BTC,ETC/ETH,binance,kucoin,kraken,1.0981
2019-08-14T09:25:34.313Z,ETH,ETH/BTC,ETC/BTC,ETC/ETH,binance,binance,kraken,1.3656
2019-08-14T09:25:34.315Z,ETH,ETH/BTC,ETC/BTC,ETC/ETH,binance,okex,kraken,1.2998
2019-08-14T09:25:26.635Z,USD,USDT/USD,BTC/USDT,BTC/USD,exmo,exmo,livecoin,1.5283
2019-08-14T09:25:26.635Z,USD,USDT/USD,BCH/USDT,BCH/USD,exmo,exmo,livecoin,1.7011
2019-08-14T09:25:26.632Z,USD,USDT/USD,BCH/USDT,BCH/USD,exmo,gateio,livecoin,2.0183
2019-08-14T09:25:26.634Z,USD,USDT/USD,BCH/USDT,BCH/USD,exmo,zb,livecoin,1.8995
2019-08-14T09:25:26.632Z,USD,USDT/USD,BCH/USDT,BCH/USD,exmo,poloniex,livecoin,1.4296
2019-08-14T09:25:26.633Z,USD,USDT/USD,BTC/USDT,BTC/USD,exmo,zb,livecoin,1.555
2019-08-14T09:25:26.631Z,USD,USDT/USD,BCH/USDT,BCH/USD,exmo,hitbtc,livecoin,1.8951
2019-08-14T09:25:26.632Z,USD,USDT/USD,BTC/USDT,BTC/USD,exmo,gateio,livecoin,1.6529
2019-08-14T09:25:26.626Z,USD,USDT/USD,BTC/USDT,BTC/USD,exmo,hitbtc,livecoin,1.6497
2019-08-14T09:25:26.631Z,USD,USDT/USD,BTC/USDT,BTC/USD,exmo,poloniex,livecoin,1.4299
2019-08-14T09:25:26.625Z,USD,USDT/USD,ETH/USDT,ETH/USD,exmo,kucoin,livecoin,1.0322
2019-08-14T09:25:26.625Z,USD,USDT/USD,BTC/USDT,BTC/USD,exmo,kucoin,livecoin,1.875
2019-08-14T09:25:26.623Z,USD,USDT/USD,BCH/USDT,BCH/USD,exmo,bitfinex,livecoin,1.8254
2019-08-14T09:25:26.625Z,USD,USDT/USD,BCH/USDT,BCH/USD,exmo,kucoin,livecoin,2.2855
2019-08-14T09:25:26.622Z,USD,USDT/USD,BCH/USDT,BCH/USD,exmo,bittrex,livecoin,1.6129
2019-08-14T09:25:26.622Z,USD,USDT/USD,BTC/USDT,BTC/USD,exmo,bitfinex,livecoin,1.4899
2019-08-14T09:25:26.621Z,USD,USDT/USD,BTC/USDT,BTC/USD,exmo,bittrex,livecoin,1.4993
2019-08-14T09:25:26.620Z,USD,USDT/USD,BCH/USDT,BCH/USD,exmo,okex,livecoin,2.1682
2019-08-14T09:25:26.620Z,USD,USDT/USD,BTC/USDT,BTC/USD,exmo,okex,livecoin,1.7857
2019-08-14T09:25:26.619Z,USD,USDT/USD,BCH/USDT,BCH/USD,exmo,binance,livecoin,2.2229
2019-08-14T09:25:26.619Z,USD,USDT/USD,ETH/USDT,ETH/USD,exmo,binance,livecoin,1.0273
2019-08-14T09:25:26.619Z,USD,USDT/USD,BTC/USDT,BTC/USD,exmo,binance,livecoin,1.8508
2019-08-14T09:25:26.619Z,USD,XMR/USD,XMR/BTC,BTC/USD,exmo,exmo,livecoin,1.1802
2019-08-14T09:25:26.618Z,USD,XMR/USD,XMR/BTC,BTC/USD,exmo,poloniex,livecoin,1.2089
2019-08-14T09:25:26.618Z,USD,XMR/USD,XMR/BTC,BTC/USD,exmo,kraken,livecoin,1.2644
2019-08-14T09:25:26.618Z,USD,XMR/USD,XMR/BTC,BTC/USD,exmo,hitbtc,livecoin,1.4371
2019-08-14T09:25:26.617Z,USD,XMR/USD,XMR/BTC,BTC/USD,exmo,kucoin,livecoin,1.1568
2019-08-14T09:25:26.617Z,USD,XMR/USD,XMR/BTC,BTC/USD,exmo,bitfinex,livecoin,1.4498
2019-08-14T09:25:26.616Z,USD,XMR/USD,XMR/BTC,BTC/USD,exmo,binance,livecoin,1.6277
2019-08-14T09:25:26.617Z,USD,XMR/USD,XMR/BTC,BTC/USD,exmo,bittrex,livecoin,1.3973
2019-08-14T09:25:26.616Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,exmo,hitbtc,livecoin,1.184
2019-08-14T09:25:26.616Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,exmo,exmo,livecoin,1.2826
2019-08-14T09:25:26.614Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,exmo,binance,livecoin,1.3482
2019-08-14T09:25:26.615Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,exmo,kucoin,livecoin,1.2359
2019-08-14T09:25:26.615Z,USD,ZEC/USD,ZEC/BTC,BTC/USD,exmo,bitfinex,livecoin,1.0371
2019-08-14T09:25:26.614Z,USD,LTC/USD,LTC/BTC,BTC/USD,exmo,exmo,livecoin,1.1826
2019-08-14T09:25:26.613Z,USD,LTC/USD,LTC/BTC,BTC/USD,exmo,zb,livecoin,1.3906
2019-08-14T09:25:26.606Z,USD,LTC/USD,LTC/BTC,BTC/USD,exmo,gateio,livecoin,1.2766
2019-08-14T09:25:26.606Z,USD,LTC/USD,LTC/BTC,BTC/USD,exmo,kraken,livecoin,1.1802
2019-08-14T09:25:26.605Z,USD,LTC/USD,LTC/BTC,BTC/USD,exmo,hitbtc,livecoin,1.4109
2019-08-14T09:25:26.606Z,USD,LTC/USD,LTC/BTC,BTC/USD,exmo,poloniex,livecoin,1.2512
2019-08-14T09:25:26.604Z,USD,LTC/USD,LTC/BTC,BTC/USD,exmo,bitfinex,livecoin,1.3539
2019-08-14T09:25:26.605Z,USD,LTC/USD,LTC/BTC,BTC/USD,exmo,kucoin,livecoin,1.5685
2019-08-14T09:25:26.604Z,USD,LTC/USD,LTC/BTC,BTC/USD,exmo,okex,livecoin,1.4669
2019-08-14T09:25:26.604Z,USD,LTC/USD,LTC/BTC,BTC/USD,exmo,bittrex,livecoin,1.1579
2019-08-14T09:25:26.604Z,USD,LTC/USD,LTC/BTC,BTC/USD,exmo,binance,livecoin,1.5939
2019-08-14T09:25:26.603Z,USD,ETC/USD,ETC/BTC,BTC/USD,exmo,exmo,livecoin,1.1146
2019-08-14T09:25:26.603Z,USD,ETC/USD,ETC/BTC,BTC/USD,exmo,zb,livecoin,1.3344
2019-08-14T09:25:26.602Z,USD,ETC/USD,ETC/ETH,ETH/USD,exmo,kraken,livecoin,2.0843
2019-08-14T09:25:26.603Z,USD,ETC/USD,ETC/BTC,BTC/USD,exmo,kraken,livecoin,2.4621
2019-08-14T09:25:26.602Z,USD,ETC/USD,ETC/BTC,BTC/USD,exmo,hitbtc,livecoin,1.2808
2019-08-14T09:25:26.602Z,USD,ETC/USD,ETC/BTC,BTC/USD,exmo,kucoin,livecoin,1.5913
2019-08-14T09:25:26.601Z,USD,ETC/USD,ETC/BTC,BTC/USD,exmo,bitfinex,livecoin,1.1342
2019-08-14T09:25:26.601Z,USD,ETC/USD,ETC/BTC,BTC/USD,exmo,okex,livecoin,1.3823
2019-08-14T09:25:26.600Z,USD,ETH/USD,ETH/BTC,BTC/USD,exmo,exmo,livecoin,1.2304
2019-08-14T09:25:26.601Z,USD,ETC/USD,ETC/BTC,BTC/USD,exmo,binance,livecoin,1.3585
2019-08-14T09:25:26.600Z,USD,ETH/USD,ETH/BTC,BTC/USD,exmo,zb,livecoin,1.4511
2019-08-14T09:25:26.600Z,USD,ETH/USD,BCH/ETH,BCH/USD,exmo,exmo,livecoin,1.3679
2019-08-14T09:25:26.599Z,USD,ETH/USD,ETH/BTC,BTC/USD,exmo,gateio,livecoin,1.3536
2019-08-14T09:25:26.599Z,USD,ETH/USD,ETH/BTC,BTC/USD,exmo,livecoin,livecoin,1.2741
2019-08-14T09:25:26.598Z,USD,ETH/USD,ETH/BTC,BTC/USD,exmo,poloniex,livecoin,1.3416
2019-08-14T09:25:26.598Z,USD,ETH/USD,BCH/ETH,BCH/USD,exmo,hitbtc,livecoin,1.6227
2019-08-14T09:25:26.598Z,USD,ETH/USD,ETH/BTC,BTC/USD,exmo,kraken,livecoin,1.2933
2019-08-14T09:25:26.597Z,USD,ETH/USD,ETH/BTC,BTC/USD,exmo,hitbtc,livecoin,1.4922
2019-08-14T09:25:26.597Z,USD,ETH/USD,ETH/BTC,BTC/USD,exmo,kucoin,livecoin,1.6956
2019-08-14T09:25:26.591Z,USD,ETH/USD,ETH/BTC,BTC/USD,exmo,bitfinex,livecoin,1.3484
2019-08-14T09:25:26.591Z,USD,ETH/USD,BCH/ETH,BCH/USD,exmo,kucoin,livecoin,1.8009
2019-08-14T09:25:26.588Z,USD,ETH/USD,ETH/BTC,BTC/USD,exmo,okex,livecoin,1.5682
2019-08-14T09:25:26.590Z,USD,ETH/USD,BCH/ETH,BCH/USD,exmo,bittrex,livecoin,1.4707
2019-08-14T09:25:26.590Z,USD,ETH/USD,ETH/BTC,BTC/USD,exmo,bittrex,livecoin,1.3762
2019-08-14T09:25:26.588Z,USD,ETH/USD,ETH/BTC,BTC/USD,exmo,binance,livecoin,1.7008
2019-08-14T09:25:26.587Z,USD,DASH/USD,DASH/BTC,BTC/USD,exmo,hitbtc,livecoin,1.188
2019-08-14T09:25:26.587Z,USD,DASH/USD,DASH/BTC,BTC/USD,exmo,bitfinex,livecoin,1.0527
2019-08-14T09:25:26.586Z,USD,DASH/USD,DASH/BTC,BTC/USD,exmo,binance,livecoin,1.2647
2019-08-14T09:25:26.587Z,USD,DASH/USD,DASH/BTC,BTC/USD,exmo,okex,livecoin,1.1319
2019-08-14T09:25:26.586Z,USD,BCH/USD,BCH/BTC,BTC/USD,exmo,exmo,livecoin,1.4785
2019-08-14T09:25:26.585Z,USD,BCH/USD,BCH/BTC,BTC/USD,exmo,gateio,livecoin,1.1829
2019-08-14T09:25:26.585Z,USD,BCH/USD,BCH/BTC,BTC/USD,exmo,kraken,livecoin,1.0921
2019-08-14T09:25:26.585Z,USD,BCH/USD,BCH/BTC,BTC/USD,exmo,poloniex,livecoin,1.02
2019-08-14T09:25:26.585Z,USD,BCH/USD,BCH/BTC,BTC/USD,exmo,hitbtc,livecoin,1.2938
2019-08-14T09:25:26.584Z,USD,BCH/USD,BCH/BTC,BTC/USD,exmo,kucoin,livecoin,1.466
2019-08-14T09:25:26.584Z,USD,BCH/USD,BCH/BTC,BTC/USD,exmo,bitfinex,livecoin,1.2938
