created_at,base,ticket1,ticket2,ticket3,exchange1,exchange2,exchange3,profit
2019-08-14T09:25:26.406Z,USD,USDT/USD,ETH/USDT,ETH/USD,kraken,kucoin,livecoin,1.6615
2019-08-14T09:25:26.406Z,USD,USDT/USD,LTC/USDT,LTC/USD,kraken,kucoin,livecoin,1.5243
2019-08-14T09:25:26.406Z,USD,USDT/USD,BCH/USDT,BCH/USD,kraken,kucoin,livecoin,2.9227
2019-08-14T09:25:26.405Z,USD,USDT/USD,BCH/USDT,BCH/USD,kraken,bitfinex,livecoin,2.4597
2019-08-14T09:25:26.405Z,USD,USDT/USD,LTC/USDT,LTC/USD,kraken,bitfinex,livecoin,1.2302
2019-08-14T09:25:26.404Z,USD,USDT/USD,ETH/USDT,ETH/USD,kraken,bitfinex,livecoin,1.4187
2019-08-14T09:25:26.404Z,USD,USDT/USD,BTC/USDT,BTC/USD,kraken,bitfinex,livecoin,2.1221
2019-08-14T09:25:26.403Z,USD,USDT/USD,BCH/USDT,BCH/USD,kraken,bittrex,livecoin,2.2459
2019-08-14T09:25:26.402Z,USD,USDT/USD,LTC/USDT,LTC/USD,kraken,bittrex,livecoin,1.0487
2019-08-14T09:25:26.402Z,USD,USDT/USD,ETH/USDT,ETH/USD,kraken,bittrex,livecoin,1.2938
