created_at,id,volume_ask_base,volume_ask_quote,volume_bid_base,volume_bid_quote,wd_fee_base,wd_fee_quote,ticket,buy_at,invest,sale_ask,sell_at,sale_bid,profit0,profit1,profit_min,invest_min_quote,invest_min_base
2019-08-13T17:35:34.745Z,etc/btc-binance-kraken,104030.73,53.89449695,4922.52489964,2.5976656147890242,0.01,0.0005,ETC/BTC,binance,0.1,,kraken,0.000548,1.1656,0.6566,0.5,0.076349183659457,141.28556716198213
2019-08-13T17:35:34.746Z,etc/btc-bittrex-kraken,16052.48388561,8.2732181,4922.52489964,2.5976656147890242,0.01,0.0005,ETC/BTC,bittrex,0.1,,kraken,0.000548,1.1487,0.6397,0.5,0.07834783966733436,144.9601720828916
2019-08-13T17:31:49.705Z,etc/eth-binance-kraken,8733.43,241.86372789,433.48008905,12.266810291176082,0.01,0.01,ETC/ETH,binance,5,,kraken,0.028509,1.0564,0.8475,0.5,1.8591971657738628,66.05637358339312
2019-08-13T17:35:34.747Z,etc/usd-bittrex-kraken,2939.34983812,16984.27873573,3786.42236096,22350.7862998094,0.01,1.3,ETC/USD,bittrex,1000,,kraken,5.94,1.0346,0.8955,0.5,255.78503238880847,43.60462731757889
