"eth/usdt-hitbtc-bleutrade","2019-08-08T14:29:30.588Z","ETH/USDT",0.00449333,"hitbtc",222.552,"bleutrade",228.99389,,,2.6917
"omg/btc-hitbtc-coss","2019-08-08T14:29:30.589Z","OMG/BTC",8242.66402901,"hitbtc",0.00012132,"coss",0.000125,,,2.8303
"eth/usdt-bittrex-bleutrade","2019-08-08T14:30:12.290Z","ETH/USDT",0.00449271,"bittrex",222.583,"bleutrade",228.99389,,,2.6773
"qtum/eth-bittrex-coinexchange","2019-08-08T14:30:12.293Z","QTUM/ETH",78.93955756,"bittrex",0.01266792,"coinexchange",0.0133,,,4.7846
"dash/usdt-okex-coss","2019-08-08T14:30:25.608Z","DASH/USDT",0.00954198,"okex",104.8,"coss",164,,,56.2321
"etc/btc-hitbtc-kraken","2019-08-08T14:30:25.608Z","ETC/BTC",1962.32339089,"hitbtc",0.0005096,"kraken",0.000529,,,3.6031
"zec/btc-bittrex-cobinhood","2019-08-08T14:30:25.610Z","ZEC/BTC",189.06415136,"bittrex",0.00528921,"cobinhood",0.0055,,,3.7813
"dash/usdt-exmo-coss","2019-08-08T14:30:45.902Z","DASH/USDT",0.00953616,"exmo",104.86403596,"coss",164,,,56.1366
"omg/btc-okex-coss","2019-08-08T14:30:45.904Z","OMG/BTC",8237.23228995,"okex",0.0001214,"coss",0.000125,,,2.7624
"omg/eth-bitfinex-coinexchange","2019-08-08T14:30:45.905Z","OMG/ETH",156.50921839,"bitfinex",0.0063894,"coinexchange",0.007,,,9.3469
"omg/btc-bitfinex-coss","2019-08-08T14:30:58.172Z","OMG/BTC",8234.51910408,"bitfinex",0.00012144,"coss",0.000125,,,2.7286
"btg/usd-bitfinex-livecoin","2019-08-08T14:31:37.073Z","BTG/USD",0.06229365,"bitfinex",16.053,"livecoin",17,,,5.6933
"eth/usdt-okex-bleutrade","2019-08-08T14:31:55.988Z","ETH/USDT",0.00449297,"okex",222.57,"bleutrade",228.99389,,,2.6833
"omg/btc-zb-coss","2019-08-08T14:31:55.990Z","OMG/BTC",8263.7798529,"zb",0.00012101,"coss",0.000125,,,3.094
"etc/btc-kucoin-kraken","2019-08-08T14:32:17.844Z","ETC/BTC",1965.40880503,"kucoin",0.0005088,"kraken",0.000529,,,3.7662
"eth/usdt-bitfinex-bleutrade","2019-08-08T14:33:29.976Z","ETH/USDT",0.00449458,"bitfinex",222.49,"bleutrade",228.99389,,,2.7203
"bch/usdt-coinexchange-okex","2019-08-08T14:33:43.712Z","BCH/USDT",0.00323721,"coinexchange",308.90754047,"okex",329.45,,,6.4434
"omg/btc-hitbtc-zb","2019-08-08T14:34:02.974Z","OMG/BTC",8250.82508251,"hitbtc",0.0001212,"zb",0.00012677,,,4.3911
"bch/usdt-coinexchange-bitz","2019-08-08T14:34:19.581Z","BCH/USDT",0.00323721,"coinexchange",308.90754047,"bitz",329.42,,,6.4337
"egt/eth-okex-kucoin","2019-08-08T14:34:19.582Z","EGT/ETH",4699.02730135,"okex",0.00021281,"kucoin",0.00021754,,,2.0204
"etc/usd-exmo-kraken","2019-08-08T14:34:40.755Z","ETC/USD",0.16778523,"exmo",5.96,"kraken",6.182,,,3.5211
"bat/btc-hitbtc-zb","2019-08-08T14:35:36.239Z","BAT/BTC",54614.96450027,"hitbtc",0.00001831,"zb",0.0000187379,,,2.1346
"etc/eth-binance-kraken","2019-08-08T14:35:36.240Z","ETC/ETH",37.21068691,"binance",0.026874,"kraken",0.027751,,,3.0601
