created_at,base,exchange,ticket1,ticket2,ticket3,profit
2019-08-21T03:48:27.804Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2681
2019-08-21T03:48:44.530Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1913
2019-08-21T03:48:57.278Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2276
2019-08-21T03:49:12.850Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7348
2019-08-21T03:49:26.388Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6687
2019-08-21T03:49:41.559Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6609
2019-08-21T03:49:57.526Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.9154
2019-08-21T03:50:12.546Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7202
2019-08-21T03:50:28.494Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6818
2019-08-21T03:50:43.721Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6156
2019-08-21T03:50:52.331Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6031
2019-08-21T03:51:02.282Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.6148
2019-08-21T03:51:02.702Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.6148
2019-08-21T03:51:04.719Z,BTC,bitfinex,ETH/BTC,MKR/ETH,MKR/BTC,0.313
2019-08-21T03:51:04.802Z,ETH,bitfinex,MKR/ETH,MKR/BTC,ETH/BTC,0.313
2019-08-21T03:51:12.751Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5993
2019-08-21T03:51:27.727Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5843
2019-08-21T03:51:42.890Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6154
2019-08-21T03:51:58.245Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6634
2019-08-21T03:52:14.408Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6304
2019-08-21T03:52:16.146Z,BTC,coinex,BTC/USDT,USDC/USDT,BTC/USDC,99.2746
2019-08-21T03:52:16.150Z,BTC,coinex,BCH/BTC,BCH/USDC,BTC/USDC,98.5772
2019-08-21T03:52:29.303Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6308
2019-08-21T03:52:42.628Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6632
2019-08-21T03:52:58.325Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6709
2019-08-21T03:53:13.349Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6747
2019-08-21T03:53:30.485Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7463
2019-08-21T03:53:44.391Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7386
2019-08-21T03:53:58.577Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7512
2019-08-21T03:54:13.645Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7598
2019-08-21T03:54:28.879Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7543
2019-08-21T03:54:43.015Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7911
2019-08-21T03:54:58.791Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7118
2019-08-21T03:55:14.583Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7039
2019-08-21T03:55:29.980Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.716
2019-08-21T03:55:44.841Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.716
2019-08-21T03:55:53.938Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7364
2019-08-21T03:56:14.298Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7429
2019-08-21T03:56:31.203Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7172
2019-08-21T03:56:44.471Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6287
2019-08-21T03:56:59.227Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6145
2019-08-21T03:57:14.410Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6145
2019-08-21T03:57:29.271Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6129
2019-08-21T03:57:45.377Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.9766
2019-08-21T03:58:00.588Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5118
2019-08-21T03:58:14.899Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5225
2019-08-21T03:58:29.602Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.4737
2019-08-21T03:58:45.569Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.4737
2019-08-21T03:58:54.385Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.4737
2019-08-21T03:59:15.097Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5014
2019-08-21T03:59:29.712Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5852
2019-08-21T03:59:45.949Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5852
2019-08-21T04:00:00.998Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5968
2019-08-21T04:00:15.606Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6581
2019-08-21T04:00:47.478Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7234
2019-08-21T04:01:00.311Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7375
2019-08-21T04:01:13.636Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.828
2019-08-21T04:01:31.542Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8999
2019-08-21T04:01:46.459Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8873
2019-08-21T04:02:02.949Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7375
2019-08-21T04:02:15.337Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6376
2019-08-21T04:02:30.698Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6732
2019-08-21T04:02:47.975Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5761
2019-08-21T04:03:01.018Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6556
2019-08-21T04:03:10.377Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6556
2019-08-21T04:03:30.838Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6219
2019-08-21T04:03:41.559Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6651
2019-08-21T04:04:01.643Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6833
2019-08-21T04:04:16.029Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.3109
2019-08-21T04:04:31.099Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7386
2019-08-21T04:04:47.038Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7269
2019-08-21T04:05:01.254Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7653
2019-08-21T04:05:17.076Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7793
2019-08-21T04:05:31.334Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8398
2019-08-21T04:05:33.577Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.0563
2019-08-21T04:05:47.340Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8717
2019-08-21T04:06:01.654Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8502
2019-08-21T04:06:16.528Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7636
2019-08-21T04:06:33.616Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.3158
2019-08-21T04:06:45.733Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.3066
2019-08-21T04:07:02.627Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.4561
2019-08-21T04:07:16.658Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.4092
2019-08-21T04:07:33.949Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.4203
2019-08-21T04:07:34.015Z,BTC,gateio,XEM/BTC,XEM/USDT,BTC/USDT,1.4203
2019-08-21T04:07:47.868Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.4332
2019-08-21T04:08:01.914Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.3693
2019-08-21T04:08:16.924Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.3857
2019-08-21T04:08:32.016Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.4029
2019-08-21T04:08:47.889Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5464
2019-08-21T04:09:02.178Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6386
2019-08-21T04:09:18.091Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6309
2019-08-21T04:09:32.196Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5654
2019-08-21T04:09:48.128Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.557
2019-08-21T04:10:02.289Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5238
2019-08-21T04:10:18.272Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5238
2019-08-21T04:10:33.706Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5463
2019-08-21T04:10:48.653Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6411
2019-08-21T04:11:02.689Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6503
2019-08-21T04:11:18.951Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6151
2019-08-21T04:11:32.697Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6243
2019-08-21T04:11:48.907Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6409
2019-08-21T04:12:03.049Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5883
2019-08-21T04:12:17.936Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6293
2019-08-21T04:12:33.974Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6367
2019-08-21T04:13:03.127Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.627
2019-08-21T04:13:18.033Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6381
2019-08-21T04:13:32.254Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6436
2019-08-21T04:13:49.117Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6436
2019-08-21T04:14:03.202Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.683
2019-08-21T04:14:34.348Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6377
2019-08-21T04:14:50.712Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.0882
2019-08-21T04:15:04.520Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.0502
2019-08-21T04:15:18.389Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6809
2019-08-21T04:15:33.571Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6809
2019-08-21T04:15:49.696Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.785
2019-08-21T04:16:03.785Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8
2019-08-21T04:16:18.826Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.815
2019-08-21T04:16:34.077Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8548
2019-08-21T04:16:48.223Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.0127
2019-08-21T04:17:05.092Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.0229
2019-08-21T04:17:11.620Z,BTC,poloniex,BTC/USDC,ETC/USDC,ETC/BTC,0.8224
2019-08-21T04:17:19.103Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.9281
2019-08-21T04:17:34.023Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.9874
2019-08-21T04:17:45.560Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.0201
2019-08-21T04:18:04.327Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.0269
2019-08-21T04:18:19.246Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.9703
2019-08-21T04:18:34.406Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7163
2019-08-21T04:18:50.858Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.1256
2019-08-21T04:18:51.529Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6808
2019-08-21T04:19:04.509Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.711
2019-08-21T04:19:06.343Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.1461
2019-08-21T04:19:19.332Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.82
2019-08-21T04:19:34.339Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8117
2019-08-21T04:19:50.557Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8198
2019-08-21T04:20:20.662Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.865
2019-08-21T04:20:32.628Z,ETH,hitbtc,ADA/ETH,ADA/USDT,ETH/USDT,0.1647
2019-08-21T04:20:35.774Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8237
2019-08-21T04:20:38.934Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.1122
2019-08-21T04:20:50.894Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.0122
2019-08-21T04:21:05.164Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.203
2019-08-21T04:21:20.703Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1986
2019-08-21T04:21:34.945Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1345
2019-08-21T04:21:44.641Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.0961
2019-08-21T04:21:54.942Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.1257
2019-08-21T04:22:06.210Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1866
2019-08-21T04:22:06.211Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1102
2019-08-21T04:22:07.791Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.1444
2019-08-21T04:22:20.354Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.0705
2019-08-21T04:22:20.353Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1665
2019-08-21T04:22:22.698Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.1104
2019-08-21T04:22:35.935Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.0542
2019-08-21T04:22:35.936Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2937
2019-08-21T04:22:51.106Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.4685
2019-08-21T04:23:05.656Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2203
2019-08-21T04:23:16.259Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.3777
2019-08-21T04:23:35.316Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2575
2019-08-21T04:23:51.386Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.0935
2019-08-21T04:24:05.599Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8506
2019-08-21T04:24:51.425Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.959
2019-08-21T04:25:06.976Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1093
2019-08-21T04:25:21.052Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1149
2019-08-21T04:25:35.733Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1252
2019-08-21T04:25:51.699Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.065
2019-08-21T04:26:06.134Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1678
2019-08-21T04:26:19.363Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.0618
2019-08-21T04:26:36.229Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1415
2019-08-21T04:26:53.364Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8831
2019-08-21T04:27:06.276Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8111
2019-08-21T04:27:21.180Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8673
2019-08-21T04:27:36.767Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7886
2019-08-21T04:27:53.373Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7886
2019-08-21T04:28:06.743Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7976
2019-08-21T04:28:22.393Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7981
2019-08-21T04:28:37.684Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.9003
2019-08-21T04:28:52.459Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.9003
2019-08-21T04:29:08.256Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8839
2019-08-21T04:29:21.597Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8839
2019-08-21T04:29:37.979Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8132
2019-08-21T04:29:52.825Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8146
2019-08-21T04:30:06.946Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8045
2019-08-21T04:30:22.048Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8165
2019-08-21T04:30:37.307Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7391
2019-08-21T04:30:52.979Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7479
2019-08-21T04:31:06.181Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7267
2019-08-21T04:31:37.478Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7317
2019-08-21T04:31:54.334Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7242
2019-08-21T04:32:07.574Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.828
2019-08-21T04:32:22.429Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8788
2019-08-21T04:32:38.042Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8539
2019-08-21T04:32:53.352Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8106
2019-08-21T04:33:07.782Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8414
2019-08-21T04:33:23.624Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8314
2019-08-21T04:33:37.667Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8664
2019-08-21T04:33:51.737Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8763
2019-08-21T04:34:07.892Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8364
2019-08-21T04:34:22.210Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7493
2019-08-21T04:34:39.002Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7493
2019-08-21T04:34:55.802Z,BTC,coinex,BTC/USDT,USDC/USDT,BTC/USDC,97.4144
2019-08-21T04:34:55.805Z,BTC,coinex,BCH/BTC,BCH/USDC,BTC/USDC,97.3183
2019-08-21T04:35:08.036Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7251
2019-08-21T04:35:21.448Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5574
2019-08-21T04:35:38.319Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6156
2019-08-21T04:35:52.454Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6156
2019-08-21T04:36:08.612Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5729
2019-08-21T04:36:23.392Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5702
2019-08-21T04:36:38.457Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6067
2019-08-21T04:36:53.615Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6364
2019-08-21T04:37:04.668Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6594
2019-08-21T04:37:23.517Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.574
2019-08-21T04:37:38.431Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5796
2019-08-21T04:37:54.731Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6202
2019-08-21T04:38:09.068Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5796
2019-08-21T04:38:24.426Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5854
2019-08-21T04:38:39.936Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5454
2019-08-21T04:38:54.840Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5207
2019-08-21T04:39:10.167Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.4909
2019-08-21T04:39:24.951Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5067
2019-08-21T04:43:00.145Z,ETH,gateio,ETH/USDT,ETC/USDT,ETC/ETH,0.2222
2019-08-21T05:01:44.833Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.0532
2019-08-21T05:33:55.911Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.2696
2019-08-21T05:33:56.334Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.2696
2019-08-21T05:34:10.458Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.2479
2019-08-21T05:34:10.880Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.2479
2019-08-21T05:37:18.255Z,BTC,hitbtc,ATOM/BTC,ATOM/USDT,BTC/USDT,1.3276
2019-08-21T05:37:20.442Z,ETH,hitbtc,ATOM/ETH,ATOM/USDT,ETH/USDT,0.8967
2019-08-21T05:49:57.198Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.4603
2019-08-21T05:49:57.628Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.4603
2019-08-21T05:50:12.715Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.4385
2019-08-21T05:50:13.134Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.4385
2019-08-21T05:50:27.114Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.4385
2019-08-21T05:50:27.538Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.4385
2019-08-21T05:50:45.138Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.4331
2019-08-21T05:50:45.559Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.4331
2019-08-21T05:50:57.729Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.4331
2019-08-21T05:50:58.155Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.4331
2019-08-21T05:51:15.779Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.4331
2019-08-21T05:51:16.210Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.4331
2019-08-21T05:51:17.620Z,BTC,bitfinex,ETH/BTC,MKR/ETH,MKR/BTC,0.1318
2019-08-21T05:51:17.702Z,ETH,bitfinex,MKR/ETH,MKR/BTC,ETH/BTC,0.1318
2019-08-21T05:51:28.683Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.444
2019-08-21T05:51:29.103Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.444
2019-08-21T05:51:42.867Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.444
2019-08-21T05:51:43.292Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.444
2019-08-21T05:52:00.015Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.4059
2019-08-21T05:52:00.447Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.4059
2019-08-21T05:52:15.559Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.4168
2019-08-21T05:52:15.988Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.4168
2019-08-21T05:52:28.374Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.4222
2019-08-21T05:52:28.795Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.4222
2019-08-21T05:52:43.572Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.3515
2019-08-21T05:52:44.000Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.3515
2019-08-21T05:52:57.170Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.3352
2019-08-21T05:52:57.608Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.3352
2019-08-21T05:53:16.018Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.3841
2019-08-21T05:53:16.448Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.3841
2019-08-21T05:53:18.088Z,BTC,bitfinex,ETH/BTC,MKR/ETH,MKR/BTC,0.083
2019-08-21T05:53:18.167Z,ETH,bitfinex,MKR/ETH,MKR/BTC,ETH/BTC,0.083
2019-08-21T05:53:31.236Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.3407
2019-08-21T05:53:31.655Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.3407
2019-08-21T05:53:45.591Z,BTC,kucoin,ETH/BTC,MKR/ETH,MKR/BTC,0.3461
2019-08-21T05:53:46.013Z,ETH,kucoin,MKR/ETH,MKR/BTC,ETH/BTC,0.3461
