opp_created_at,ord_created_at,symbol,base,quote,buy_at,sell_at,invest.min.base,invest.min.quote,invest.min.profit,invest.min.profit_percent,invest.max.base,invest.max.quote,invest.max.profit,invest.max.profit_percent,profit_loop_percent
2019-09-07T00:00:01.821Z,2019-09-07T00:00:01.964Z,BNB/USDT,BNB,USDT,binance,kucoin,0.0004542398749931864,0.01,1e-05,0.1,0.8764,19.29377072,0.04038468728000195,0.20931464287662038,-0.295
2019-09-07T00:00:01.824Z,2019-09-07T00:00:09.692Z,ETC/BTC,ETC,BTC,poloniex,kraken,0.0015432336918779611,1e-06,1e-09,0.1,5.7,0.003693543,5.5127122500000137e-05,1.4925268908470846,0.9816
2019-09-07T00:00:01.828Z,2019-09-07T00:00:14.951Z,ETC/ETH,ETC,ETH,kucoin,kraken,0.25302363240726683,0.01,1e-05,0.1,1,0.039522,0.0006336979999999991,1.6034056980921993,1.4192
2019-09-07T00:00:31.854Z,2019-09-07T00:00:33.070Z,ETC/BTC,ETC,BTC,okex,kraken,15.467904098994586,0.01,1e-05,0.1,5.7,0.0036850500000000005,6.73264050000001e-05,1.8270146945088968,1.2919
2019-09-07T00:00:31.854Z,2019-09-07T00:00:35.776Z,ETC/BTC,ETC,BTC,gateio,kraken,0.15408320493066258,0.0001,1.0000000000000001e-07,0.1,5.7,0.0036993,5.1205380000000936e-05,1.3841910631741394,1.0309
2019-09-07T00:00:46.863Z,2019-09-07T00:00:47.275Z,BNB/USDT,BNB,USDT,gateio,kucoin,4.543802253725918e-06,0.0001,1.0000000000000001e-07,0.1,0.8764,19.287811199999997,0.02706235560000122,0.14030806979280896,-0.4708
2019-09-07T00:01:01.843Z,2019-09-07T00:01:03.094Z,ETC/ETH,ETC,ETH,poloniex,kraken,2.523580971492872e-05,1e-06,1e-09,0.1,1,0.03962623,0.0003701844249999995,0.9341903708730291,0.828
2019-09-07T00:01:01.843Z,2019-09-07T00:01:05.786Z,ETC/ETH,ETC,ETH,binance,kraken,0.2535368389026926,0.01,1e-05,0.1,1,0.039442,0.0006140379999999985,1.5568125348613115,1.4522
2019-09-07T00:01:01.844Z,2019-09-07T00:01:09.085Z,ETC/ETH,ETC,ETH,okex,kraken,0.2538071065989848,0.01,1e-05,0.1,69.041,2.7202154,0.037187885226799715,1.367093401015218,1.5168
2019-09-07T00:01:31.860Z,2019-09-07T00:01:33.078Z,ETC/BTC,ETC,BTC,binance,kraken,15.503875968992249,0.01,1e-05,0.1,40.315,0.026003174999999996,0.0005095412850000032,1.9595348837209425,1.4509
