opp_created_at,ord_created_at,symbol,base,quote,buy_at,sell_at,invest.min.base,invest.min.quote,invest.min.profit,invest.min.profit_percent,invest.max.base,invest.max.quote,invest.max.profit,invest.max.profit_percent
2019-09-05T18:00:24.512Z,2019-09-05T18:00:31.453Z,ETC/BTC,ETC,BTC,cointiger,kraken,59.08785068263138,0.03935910936800187,3.935910936800187e-05,0.1,325,0.216125,0.0024920031994999925,1.153037917640251
2019-09-05T18:00:24.513Z,2019-09-05T18:00:34.841Z,ETC/ETH,ETC,ETH,hitbtc,kraken,13.312996940972562,0.5428676347989951,0.0005428676347989951,0.1,30,1.220688,0.007566517721200095,0.6198568119945551
2019-09-05T18:00:54.547Z,2019-09-05T18:01:01.839Z,ETC/BTC,ETC,BTC,hitbtc,kraken,64.77783079989868,0.04319737214161579,4.3197372141615795e-05,0.1,70,0.046584999999999994,8.59019484000037e-05,0.18439830074058972
2019-09-05T18:00:54.550Z,2019-09-05T18:01:07.752Z,ETC/ETH,ETC,ETH,bittrex,kraken,16.17484517042733,0.66063974371111,0.00066063974371111,0.1,45.964,1.8714872306800001,0.011790704744166103,0.6300179104017707
2019-09-05T18:01:24.508Z,2019-09-05T18:01:25.762Z,ETC/BTC,ETC,BTC,poloniex,kraken,60.258681666189496,0.04014891124529616,4.014891124529616e-05,0.1,512,0.340224,0.004127718258000013,1.213235473687927
2019-09-05T18:01:24.508Z,2019-09-05T18:01:28.457Z,ETC/BTC,ETC,BTC,binance,kraken,64.08340851792258,0.042728939011948394,4.272893901194839e-05,0.1,512,0.340992,0.0038783024243999593,1.1373587721705962
2019-09-05T18:01:54.514Z,2019-09-05T18:01:55.824Z,ETC/BTC,ETC,BTC,okex,kraken,57.71337324533127,0.03843193467283,3.843193467283e-05,0.1,60.26605,0.040070896645,6.142261066682114e-05,0.15328484214112384
2019-09-05T18:01:54.514Z,2019-09-05T18:01:58.457Z,ETC/BTC,ETC,BTC,gateio,kraken,81.26818252560523,0.05432119012482835,5.432119012482835e-05,0.1,193.24970314,0.12889755199438,0.0008246067241363397,0.6397380798762516
2019-09-05T18:02:24.519Z,2019-09-05T18:02:31.459Z,ETC/BTC,ETC,BTC,cointiger,kraken,66.91187073650197,0.044636921292448985,4.4636921292448984e-05,0.1,223.111,0.148591926,0.0013287684792732957,0.8942400270612925
2019-09-05T18:02:24.520Z,2019-09-05T18:02:34.768Z,ETC/ETH,ETC,ETH,hitbtc,kraken,17.77998769178668,0.7266953150371323,0.0007266953150371323,0.1,30,1.223556,0.004698517721200003,0.3840051228713685
2019-09-05T18:02:54.519Z,2019-09-05T18:02:55.766Z,ETC/BTC,ETC,BTC,bittrex,kraken,65.92449458392292,0.04397087166628292,4.397087166628292e-05,0.1,512,0.34059264,0.0037590782580000375,1.1036874601870543
2019-09-05T18:02:54.519Z,2019-09-05T18:02:58.470Z,ETC/BTC,ETC,BTC,bitfinex,kraken,62.3945394045283,0.041589686621983826,4.158968662198383e-05,0.1,68.34801057,0.045459628790318396,9.261320539091789e-05,0.20372626846139547
2019-09-05T18:02:54.529Z,2019-09-05T18:03:07.942Z,ETC/ETH,ETC,ETH,bittrex,kraken,17.995894257008437,0.735580402391671,0.000735580402391671,0.1,43.271,1.76329627897,0.009324580825111894,0.5288153180110318
2019-09-05T18:02:54.530Z,2019-09-05T18:03:10.471Z,ETC/ETH,ETC,ETH,poloniex,kraken,29.642507007330646,1.2148672252115857,0.0012148672252115858,0.1,43.271,1.76838667941,0.004234180385111808,0.23943747339945404
2019-09-05T18:03:24.524Z,2019-09-05T18:03:28.462Z,ETC/BTC,ETC,BTC,binance,kraken,64.08340851792258,0.042728939011948394,4.272893901194839e-05,0.1,512,0.340992,0.0038783024243999593,1.1373587721705962
2019-09-05T18:03:24.529Z,2019-09-05T18:03:34.469Z,ETC/ETH,ETC,ETH,okex,kraken,12.547411526454713,0.5113619078732521,0.000511361907873252,0.1,43.271,1.7606969899999998,0.014077101370227219,0.7995186821002755
2019-09-05T18:04:24.561Z,2019-09-05T18:04:28.776Z,ETC/BTC,ETC,BTC,kucoin,kraken,68.41951150924696,0.04565392334425736,4.565392334425736e-05,0.1,405.962968,0.270574318172,0.002767160396406676,1.022698833762794
2019-09-05T18:04:24.563Z,2019-09-05T18:04:31.471Z,ETC/BTC,ETC,BTC,cointiger,kraken,77.12366986022775,0.051525445965720486,5.152544596572049e-05,0.1,512,0.341504,0.0031934410355999865,0.9351108729619526
2019-09-05T18:04:24.564Z,2019-09-05T18:04:34.756Z,ETC/ETH,ETC,ETH,hitbtc,kraken,21.158758352540286,0.8657400561774213,0.0008657400561774214,0.1,40,1.633228,0.006138819373199933,0.3758703238739437
2019-09-05T18:04:54.553Z,2019-09-05T18:04:58.469Z,ETC/BTC,ETC,BTC,hitbtc,kraken,75.54818910972212,0.050462681423387536,5.046268142338754e-05,0.1,99.43,0.06628003800000001,0.0002234266477720015,0.33709493010852143
2019-09-05T18:04:54.556Z,2019-09-05T18:05:07.476Z,ETC/ETH,ETC,ETH,poloniex,kraken,29.104633043646736,1.1927323857815995,0.0011927323857815995,0.1,45.964,1.8782889834,0.00498895202416616,0.26561152560961987
2019-09-05T18:05:24.531Z,2019-09-05T18:05:26.345Z,ETC/BTC,ETC,BTC,poloniex,kraken,68.42647380070449,0.04565861986402891,4.565861986402891e-05,0.1,512,0.340736,0.0036157182580000558,1.061149469970903
2019-09-05T18:05:24.533Z,2019-09-05T18:05:28.470Z,ETC/BTC,ETC,BTC,binance,kraken,73.3848861514828,0.049003392455494524,4.9003392455494526e-05,0.1,512,0.341504,0.0033663024244000033,0.9857285491238765
2019-09-05T18:05:24.537Z,2019-09-05T18:05:31.856Z,ETC/ETH,ETC,ETH,binance,kraken,13.283028178497661,0.5416343463520994,0.0005416343463520994,0.1,45.964,1.8709646199999999,0.015153450569426408,0.8099271577581413
2019-09-05T18:05:24.537Z,2019-09-05T18:05:34.477Z,ETC/ETH,ETC,ETH,okex,kraken,12.241901313918621,0.4987894095645563,0.0004987894095645563,0.1,19.34945,0.7871356260000001,0.0037014098227291514,0.47023787266988104
2019-09-05T18:05:54.556Z,2019-09-05T18:05:58.762Z,ETC/BTC,ETC,BTC,gateio,kraken,96.85034459865783,0.06483237494178701,6.483237494178701e-05,0.1,176.305,0.11777174,0.0005315642351220035,0.4513512622994306
2019-09-05T18:06:24.566Z,2019-09-05T18:06:28.770Z,ETC/BTC,ETC,BTC,kucoin,kraken,69.35810173368921,0.046287063679356595,4.6287063679356594e-05,0.1,320.15,0.21341199,0.0020431015500299576,0.9573508733178289
2019-09-05T18:06:24.570Z,2019-09-05T18:06:31.491Z,ETC/BTC,ETC,BTC,cointiger,kraken,77.12366986022775,0.051525445965720486,5.152544596572049e-05,0.1,512,0.341504,0.0031934410355999865,0.9351108729619526
2019-09-05T18:06:24.571Z,2019-09-05T18:06:34.860Z,ETC/ETH,ETC,ETH,hitbtc,kraken,18.972654724738348,0.7758143121326859,0.0007758143121326859,0.1,30,1.2241529999999998,0.004161238043600246,0.33992793740653715
2019-09-05T18:06:54.533Z,2019-09-05T18:07:01.885Z,ETC/BTC,ETC,BTC,hitbtc,kraken,71.24094475156656,0.04755716412173711,4.7557164121737114e-05,0.1,72.67,0.048412754,5.743243386800018e-05,0.11863079276175897
2019-09-05T18:06:54.536Z,2019-09-05T18:07:07.487Z,ETC/ETH,ETC,ETH,poloniex,kraken,28.06385913179692,1.1499578997292055,0.0011499578997292055,0.1,42.188,1.7237793203600003,0.004424309792866232,0.25666335247264965
2019-09-05T18:07:24.574Z,2019-09-05T18:07:28.484Z,ETC/BTC,ETC,BTC,binance,kraken,73.3848861514828,0.049003392455494524,4.9003392455494526e-05,0.1,512,0.341504,0.0033663024244000033,0.9857285491238765
2019-09-05T18:07:24.578Z,2019-09-05T18:07:31.796Z,ETC/ETH,ETC,ETH,binance,kraken,13.482627294808422,0.549875210263799,0.000549875210263799,0.1,45.962,1.871250906,0.014876433086463692,0.7949993792261492
2019-09-05T18:07:24.579Z,2019-09-05T18:07:34.485Z,ETC/ETH,ETC,ETH,okex,kraken,12.803358512239884,0.5219202718559471,0.0005219202718559472,0.1,19.77877,0.8049959390000001,0.003539206292724306,0.43965517355539174
2019-09-05T18:07:54.538Z,2019-09-05T18:07:58.482Z,ETC/BTC,ETC,BTC,gateio,kraken,96.85034459865783,0.06483237494178701,6.483237494178701e-05,0.1,176.305,0.11777174,0.0005315642351220035,0.4513512622994306
2019-09-05T18:08:24.543Z,2019-09-05T18:08:28.791Z,ETC/BTC,ETC,BTC,kucoin,kraken,70.32279773925016,0.046937814066824915,4.693781406682492e-05,0.1,320.15,0.213444005,0.0020110865500299613,0.9422080278291074
2019-09-05T18:08:24.544Z,2019-09-05T18:08:31.487Z,ETC/BTC,ETC,BTC,cointiger,kraken,77.12366986022775,0.051525445965720486,5.152544596572049e-05,0.1,512,0.341504,0.0031934410355999865,0.9351108729619526
2019-09-05T18:08:54.574Z,2019-09-05T18:09:01.491Z,ETC/BTC,ETC,BTC,hitbtc,kraken,75.54818910972212,0.050462681423387536,5.046268142338754e-05,0.1,99.43,0.06628003800000001,0.0002234266477720015,0.33709493010852143
2019-09-05T18:08:54.576Z,2019-09-05T18:09:07.786Z,ETC/ETH,ETC,ETH,bittrex,kraken,17.879619228542197,0.7308310289936939,0.0007308310289936939,0.1,22.106,0.90082193166,0.0021596400029669782,0.23974105503706783
2019-09-05T18:09:25.832Z,2019-09-05T18:09:27.174Z,ETC/BTC,ETC,BTC,poloniex,kraken,73.40090670513588,0.04901419936403058,4.9014199364030576e-05,0.1,512,0.340992,0.0033597182580000213,0.9852777361345784
2019-09-05T18:09:25.833Z,2019-09-05T18:09:28.916Z,ETC/BTC,ETC,BTC,binance,kraken,73.3848861514828,0.049003392455494524,4.9003392455494526e-05,0.1,512,0.341504,0.0033663024244000033,0.9857285491238765
2019-09-05T18:09:25.837Z,2019-09-05T18:09:32.218Z,ETC/ETH,ETC,ETH,binance,kraken,12.426339340331522,0.5064042522776235,0.0005064042522776235,0.1,45.962,1.8696881980000002,0.016439141086463493,0.8792450582962652
2019-09-05T18:09:25.838Z,2019-09-05T18:09:34.919Z,ETC/ETH,ETC,ETH,okex,kraken,12.182881159907476,0.49638486287935507,0.0004963848628793551,0.1,45.962,1.8697341600000001,0.01581722323229573,0.8459610767498481
2019-09-05T18:09:54.548Z,2019-09-05T18:09:55.799Z,ETC/BTC,ETC,BTC,okex,kraken,69.81555098572696,0.04659564304145063,4.659564304145063e-05,0.1,74.30525,0.049517018600000004,8.090751592656348e-05,0.163393350839914
2019-09-05T18:09:54.549Z,2019-09-05T18:09:58.486Z,ETC/BTC,ETC,BTC,gateio,kraken,96.85034459865783,0.06483237494178701,6.483237494178701e-05,0.1,176.305,0.11777174,0.0005315642351220035,0.4513512622994306
2019-09-05T18:10:24.714Z,2019-09-05T18:10:28.787Z,ETC/BTC,ETC,BTC,kucoin,kraken,70.32279773925016,0.046937814066824915,4.693781406682492e-05,0.1,320.15,0.213444005,0.0020110865500299613,0.9422080278291074
2019-09-05T18:10:24.715Z,2019-09-05T18:10:31.493Z,ETC/BTC,ETC,BTC,cointiger,kraken,77.12366986022775,0.051525445965720486,5.152544596572049e-05,0.1,399.533,0.266488511,0.002380648740879898,0.8933401038365584
2019-09-05T18:10:54.554Z,2019-09-05T18:10:55.831Z,ETC/BTC,ETC,BTC,bittrex,kraken,78.53947014183876,0.05248049561506611,5.248049561506611e-05,0.1,114.5,0.076308525,0.00030639230925000316,0.4015177979786703
2019-09-05T18:10:54.555Z,2019-09-05T18:10:58.492Z,ETC/BTC,ETC,BTC,bitfinex,kraken,75.21719083853561,0.05023940149687774,5.023940149687774e-05,0.1,180,0.11997,0.0008233252739999891,0.6862759639909887
2019-09-05T18:11:24.581Z,2019-09-05T18:11:25.810Z,ETC/BTC,ETC,BTC,binance,kraken,73.3848861514828,0.049003392455494524,4.9003392455494526e-05,0.1,512,0.341504,0.0033663024244000033,0.9857285491238765
2019-09-05T18:11:24.586Z,2019-09-05T18:11:28.782Z,ETC/ETH,ETC,ETH,binance,kraken,12.902026328244796,0.5259808923202423,0.0005259808923202422,0.1,22.106,0.8996036700000001,0.004743906967906608,0.5273329940846737
2019-09-05T18:11:39.558Z,2019-09-05T18:11:40.810Z,ETC/BTC,ETC,BTC,poloniex,kraken,73.40090670513588,0.04901419936403058,4.9014199364030576e-05,0.1,512,0.340992,0.0033597182580000213,0.9852777361345784
2019-09-05T18:11:54.582Z,2019-09-05T18:11:58.497Z,ETC/BTC,ETC,BTC,gateio,kraken,96.85034459865783,0.06483237494178701,6.483237494178701e-05,0.1,176.305,0.11777174,0.0005315642351220035,0.4513512622994306
2019-09-05T18:12:24.559Z,2019-09-05T18:12:31.509Z,ETC/BTC,ETC,BTC,cointiger,kraken,77.12366986022775,0.051525445965720486,5.152544596572049e-05,0.1,231.98,0.15473066,0.001169753212794028,0.7559931643761023
2019-09-05T18:12:54.598Z,2019-09-05T18:13:10.522Z,ETC/ETH,ETC,ETH,poloniex,kraken,26.302031870241635,1.077398439266074,0.001077398439266074,0.1,35.043,1.4313180186599999,0.003209109877829741,0.22420662885485856
2019-09-05T18:13:24.565Z,2019-09-05T18:13:28.507Z,ETC/BTC,ETC,BTC,binance,kraken,73.3848861514828,0.049003392455494524,4.9003392455494526e-05,0.1,531.495,0.35450716499999996,0.0035137735254990865,0.9911713704006764
2019-09-05T18:13:54.573Z,2019-09-05T18:13:55.812Z,ETC/BTC,ETC,BTC,okex,kraken,67.00542378584383,0.04470002892714129,4.470002892714129e-05,0.1,91.15741,0.060719950801,0.00024015558917261923,0.39551347786774577
2019-09-05T18:13:54.574Z,2019-09-05T18:13:58.507Z,ETC/BTC,ETC,BTC,gateio,kraken,96.85034459865783,0.06483237494178701,6.483237494178701e-05,0.1,176.305,0.11777174,0.0005315642351220035,0.4513512622994306
2019-09-05T18:14:24.568Z,2019-09-05T18:14:31.511Z,ETC/BTC,ETC,BTC,cointiger,kraken,91.0131522729245,0.06089480793020888,6.0894807930208877e-05,0.1,482.958,0.322615944,0.0025005982354074363,0.775100636504015
2019-09-05T18:14:24.569Z,2019-09-05T18:14:34.813Z,ETC/ETH,ETC,ETH,hitbtc,kraken,18.595794936553766,0.760267794071182,0.000760267794071182,0.1,45.964,1.8752254828,0.009328713278452527,0.49747155016917355
2019-09-05T18:15:24.602Z,2019-09-05T18:15:26.391Z,ETC/BTC,ETC,BTC,poloniex,kraken,70.23524450110331,0.046878753696179915,4.687875369617992e-05,0.1,231.9,0.15437351100000002,0.001316375947949977,0.8527213894552006
2019-09-05T18:15:24.603Z,2019-09-05T18:15:28.510Z,ETC/BTC,ETC,BTC,binance,kraken,73.3848861514828,0.049003392455494524,4.9003392455494526e-05,0.1,730.761,0.48741758699999993,0.005021133178312209,1.03015018584305
2019-09-05T18:15:24.606Z,2019-09-05T18:15:34.521Z,ETC/ETH,ETC,ETH,okex,kraken,12.547411526454713,0.5113619078732521,0.000511361907873252,0.1,45.964,1.8702751599999998,0.015266941410939872,0.816293866135712
2019-09-05T18:15:54.577Z,2019-09-05T18:15:58.515Z,ETC/BTC,ETC,BTC,gateio,kraken,96.85034459865783,0.06483237494178701,6.483237494178701e-05,0.1,176.305,0.11777174,0.0005315642351220035,0.4513512622994306
2019-09-05T18:16:24.624Z,2019-09-05T18:16:31.822Z,ETC/BTC,ETC,BTC,cointiger,kraken,91.0131522729245,0.06089480793020888,6.0894807930208877e-05,0.1,677.068,0.452281424,0.0037093096170404127,0.8201330897552875
2019-09-05T18:16:24.625Z,2019-09-05T18:16:34.827Z,ETC/ETH,ETC,ETH,hitbtc,kraken,18.595794936553766,0.760267794071182,0.000760267794071182,0.1,45.964,1.8752254828,0.009328713278452527,0.49747155016917355
2019-09-05T18:16:54.601Z,2019-09-05T18:16:58.517Z,ETC/BTC,ETC,BTC,bitfinex,kraken,77.17081422503416,0.05155724791523399,5.1557247915234e-05,0.1,205.78575897,0.13719119193252988,0.0009788809297616163,0.713515872245666
2019-09-05T18:16:54.601Z,2019-09-05T18:17:01.820Z,ETC/BTC,ETC,BTC,hitbtc,kraken,75.54818910972212,0.050462681423387536,5.046268142338754e-05,0.1,99.43,0.06628003800000001,0.0002234266477720015,0.33709493010852143
2019-09-05T18:16:54.604Z,2019-09-05T18:17:07.833Z,ETC/ETH,ETC,ETH,bittrex,kraken,17.99769795015211,0.7356546288105198,0.0007356546288105198,0.1,20.853,0.8497618353,0.001689205909094382,0.19878580549549213
2019-09-05T18:17:24.600Z,2019-09-05T18:17:25.938Z,ETC/BTC,ETC,BTC,poloniex,kraken,73.1880851245003,0.04887063732452603,4.887063732452603e-05,0.1,203.93330051,0.13581549947364982,0.0010373694754382268,0.7638078713096302
2019-09-05T18:17:24.600Z,2019-09-05T18:17:28.515Z,ETC/BTC,ETC,BTC,binance,kraken,73.3848861514828,0.049003392455494524,4.9003392455494526e-05,0.1,730.761,0.48741758699999993,0.005021133178312209,1.03015018584305
2019-09-05T18:17:24.605Z,2019-09-05T18:17:34.520Z,ETC/ETH,ETC,ETH,okex,kraken,13.206577126425255,0.5384881971124408,0.0005384881971124408,0.1,18.18783,0.7404265593000001,0.0026309236733075285,0.35532540537103446
2019-09-05T18:17:54.571Z,2019-09-05T18:17:58.521Z,ETC/BTC,ETC,BTC,gateio,kraken,96.85034459865783,0.06483237494178701,6.483237494178701e-05,0.1,176.305,0.11777174,0.0005315642351220035,0.4513512622994306
2019-09-05T18:18:24.610Z,2019-09-05T18:18:31.522Z,ETC/BTC,ETC,BTC,cointiger,kraken,91.0131522729245,0.06089480793020888,6.0894807930208877e-05,0.1,626.777,0.418687036,0.0033961505624131583,0.8111429947434909
2019-09-05T18:18:24.612Z,2019-09-05T18:18:35.464Z,ETC/ETH,ETC,ETH,hitbtc,kraken,24.270634503419927,0.9938014303587605,0.0009938014303587604,0.1,45.964,1.8781533896,0.006400806478452426,0.340803180075491
2019-09-05T18:18:54.605Z,2019-09-05T18:18:55.937Z,ETC/BTC,ETC,BTC,bitfinex,kraken,78.98084132880528,0.05277822927342079,5.277822927342079e-05,0.1,500,0.33341000000000004,0.003027907801999963,0.9081634630034979
2019-09-05T18:19:10.540Z,2019-09-05T18:19:13.821Z,ETC/BTC,ETC,BTC,bittrex,kraken,79.52925343230461,0.05314816901276591,5.314816901276591e-05,0.1,82.30683292,0.05485997334616761,7.11815318677686e-05,0.12975130596329607
2019-09-05T18:19:10.542Z,2019-09-05T18:19:16.536Z,ETC/BTC,ETC,BTC,hitbtc,kraken,81.7245217437798,0.05462902069666884,5.462902069666884e-05,0.1,86.11,0.057443981,8.327790004399734e-05,0.1449723688962249
2019-09-05T18:19:24.603Z,2019-09-05T18:19:25.894Z,ETC/BTC,ETC,BTC,poloniex,kraken,65.92449458392292,0.04397087166628292,4.397087166628292e-05,0.1,203.93330051,0.1356605101652622,0.001192358783825842,0.8789284238820166
2019-09-05T18:19:24.604Z,2019-09-05T18:19:28.522Z,ETC/BTC,ETC,BTC,binance,kraken,85.84440128331153,0.05740814820545756,5.740814820545756e-05,0.1,662,0.442216,0.0038389864543999504,0.8681247296343756
2019-09-05T18:19:24.607Z,2019-09-05T18:19:31.846Z,ETC/ETH,ETC,ETH,binance,kraken,14.938620823327891,0.6097660646152269,0.0006097660646152269,0.1,45.964,1.873033,0.013085070569426314,0.6986033118170537
2019-09-05T18:19:24.607Z,2019-09-05T18:19:34.523Z,ETC/ETH,ETC,ETH,okex,kraken,14.757052322962616,0.6022940732706326,0.0006022940732706326,0.1,45.964,1.873033,0.01250910141093975,0.6678526972530516
2019-09-05T18:20:24.590Z,2019-09-05T18:20:31.530Z,ETC/BTC,ETC,BTC,cointiger,kraken,91.0131522729245,0.06089480793020888,6.0894807930208877e-05,0.1,286.468,0.191360624,0.0012770667358604213,0.6673612936485938
2019-09-05T18:20:54.616Z,2019-09-05T18:20:58.530Z,ETC/BTC,ETC,BTC,bitfinex,kraken,78.98084132880528,0.05277822927342079,5.277822927342079e-05,0.1,500,0.33341000000000004,0.003027907801999963,0.9081634630034979
2019-09-05T18:20:54.619Z,2019-09-05T18:21:01.821Z,ETC/BTC,ETC,BTC,hitbtc,kraken,84.48737099926186,0.05649274275331406,5.649274275331406e-05,0.1,132.94,0.088710862,0.00037463377437597917,0.4223087972879569
2019-09-05T18:20:54.622Z,2019-09-05T18:21:10.540Z,ETC/ETH,ETC,ETH,poloniex,kraken,35.5098342967696,1.4563929700059741,0.0014563929700059741,0.1,45.962,1.87983384988,0.003453340114559111,0.18370453935487738
2019-09-05T18:21:24.619Z,2019-09-05T18:21:28.530Z,ETC/BTC,ETC,BTC,binance,kraken,85.84440128331153,0.05740814820545756,5.740814820545756e-05,0.1,674,0.45023199999999997,0.003917761176800039,0.8701649764565911
2019-09-05T18:21:24.622Z,2019-09-05T18:21:31.850Z,ETC/ETH,ETC,ETH,binance,kraken,15.3645873179193,0.627326254507534,0.000627326254507534,0.1,45.962,1.873503044,0.012624295086463677,0.6738337109669343
2019-09-05T18:21:24.623Z,2019-09-05T18:21:34.534Z,ETC/ETH,ETC,ETH,okex,kraken,16.078904833023234,0.6567236044974336,0.0006567236044974337,0.1,45.962,1.87433036,0.01122102323229579,0.5986683816131426
2019-09-05T18:21:54.600Z,2019-09-05T18:21:58.535Z,ETC/BTC,ETC,BTC,gateio,kraken,119.82424130642056,0.08032976696793122,8.032976696793122e-05,0.1,186.305,0.124638045,0.00040415243912197973,0.3242608941130132
2019-09-05T18:22:24.593Z,2019-09-05T18:22:31.535Z,ETC/BTC,ETC,BTC,cointiger,kraken,91.0131522729245,0.06089480793020888,6.0894807930208877e-05,0.1,418.119,0.279303492,0.002096849653295707,0.7507423692703803
2019-09-05T18:22:24.594Z,2019-09-05T18:22:34.864Z,ETC/ETH,ETC,ETH,hitbtc,kraken,27.162292597704063,1.112908547112109,0.001112908547112109,0.1,35.85,1.4658204600000002,0.003077487314099736,0.20994981296002213
2019-09-05T18:22:54.600Z,2019-09-05T18:22:58.538Z,ETC/BTC,ETC,BTC,bitfinex,kraken,77.17081422503416,0.05155724791523399,5.1557247915234e-05,0.1,205.78575897,0.13719119193252988,0.0009788809297616163,0.713515872245666
2019-09-05T18:22:54.601Z,2019-09-05T18:23:01.876Z,ETC/BTC,ETC,BTC,hitbtc,kraken,74.42327821222183,0.04970385563972529,4.970385563972529e-05,0.1,75.44,0.05028076,5.609985137599444e-05,0.11157319693655075
2019-09-05T18:22:54.604Z,2019-09-05T18:23:10.549Z,ETC/ETH,ETC,ETH,poloniex,kraken,35.7418815722732,1.4660852031572564,0.0014660852031572564,0.1,45.957,1.8798572979000001,0.0034072807547940176,0.1812520960287949
2019-09-05T18:23:24.632Z,2019-09-05T18:23:28.538Z,ETC/BTC,ETC,BTC,binance,kraken,85.84440128331153,0.05740814820545756,5.740814820545756e-05,0.1,674,0.45023199999999997,0.003917761176800039,0.8701649764565911
2019-09-05T18:23:24.637Z,2019-09-05T18:23:34.542Z,ETC/ETH,ETC,ETH,okex,kraken,13.347906866083882,0.5443840636824593,0.0005443840636824593,0.1,21.04744,0.8570517568,0.0037524712872279986,0.4378348515658744
2019-09-05T18:23:54.589Z,2019-09-05T18:23:55.846Z,ETC/BTC,ETC,BTC,okex,kraken,65.25439709539135,0.04351884719661602,4.351884719661602e-05,0.1,183.64114,0.122286635126,0.001028493569603925,0.8410514922944768
2019-09-05T18:23:54.589Z,2019-09-05T18:23:58.539Z,ETC/BTC,ETC,BTC,gateio,kraken,96.85034459865783,0.06483237494178701,6.483237494178701e-05,0.1,176.305,0.11777174,0.0005315642351220035,0.4513512622994306
2019-09-05T18:24:24.604Z,2019-09-05T18:24:28.544Z,ETC/BTC,ETC,BTC,cointiger,kraken,77.12366986022775,0.051525445965720486,5.152544596572049e-05,0.1,175.483,0.117047161,0.0007614527666649218,0.6505521023828351
2019-09-05T18:24:24.605Z,2019-09-05T18:24:31.851Z,ETC/ETH,ETC,ETH,hitbtc,kraken,21.632672881358246,0.8854152461912906,0.0008854152461912906,0.1,45.955,1.8769814245,0.007568705316293833,0.40323815768768323
2019-09-05T18:24:54.631Z,2019-09-05T18:24:55.855Z,ETC/BTC,ETC,BTC,bittrex,kraken,80.9316525276255,0.054094178687735604,5.40941786877356e-05,0.1,157.56683292,0.1050403534977888,0.0005823023598765797,0.5543606247372709
2019-09-05T18:24:54.631Z,2019-09-05T18:24:58.541Z,ETC/BTC,ETC,BTC,bitfinex,kraken,66.99385821959093,0.04475898011949367,4.475898011949367e-05,0.1,205.78575897,0.13719119193252988,0.0011837111703263126,0.8628186355494727
2019-09-05T18:24:54.632Z,2019-09-05T18:25:01.854Z,ETC/BTC,ETC,BTC,hitbtc,kraken,63.99504937476631,0.04273309990315058,4.273309990315058e-05,0.1,70,0.046648,9.25783175999978e-05,0.19846149374034855
2019-09-05T18:24:54.635Z,2019-09-05T18:25:10.553Z,ETC/ETH,ETC,ETH,poloniex,kraken,33.65636572900064,1.3803827587479574,0.0013803827587479574,0.1,45.953,1.87944691149,0.0038361166111895435,0.20410880391126995
2019-09-05T18:25:24.602Z,2019-09-05T18:25:28.545Z,ETC/BTC,ETC,BTC,binance,kraken,73.3848861514828,0.049003392455494524,4.9003392455494526e-05,0.1,349,0.232783,0.0021332791118000016,0.9164239277782319
2019-09-05T18:25:54.637Z,2019-09-05T18:25:55.831Z,ETC/BTC,ETC,BTC,okex,kraken,60.54796706593041,0.040404383331025966,4.040438333102597e-05,0.1,62.43346,0.041599414397999995,5.640779924693389e-05,0.1355975800698912
2019-09-05T18:25:54.638Z,2019-09-05T18:25:58.826Z,ETC/BTC,ETC,BTC,gateio,kraken,96.85034459865783,0.06483237494178701,6.483237494178701e-05,0.1,176.305,0.11777174,0.0005315642351220035,0.4513512622994306
2019-09-05T18:26:24.608Z,2019-09-05T18:26:28.549Z,ETC/BTC,ETC,BTC,cointiger,kraken,66.95832478917352,0.04473497509702427,4.4734975097024266e-05,0.1,155.395,0.103648465,0.0007710265024590129,0.7438860792188413
2019-09-05T18:26:24.609Z,2019-09-05T18:26:31.937Z,ETC/ETH,ETC,ETH,hitbtc,kraken,24.595446707790952,1.0074133231251683,0.0010074133231251683,0.1,30,1.2262229999999998,0.0023301193332003756,0.1900241092525891
2019-09-05T18:26:54.635Z,2019-09-05T18:26:55.826Z,ETC/BTC,ETC,BTC,bittrex,kraken,80.1606354390843,0.053574077364395796,5.35740773643958e-05,0.1,157.56683292,0.10503089948781359,0.0005917563698517869,0.5634116938324865
2019-09-05T18:26:54.639Z,2019-09-05T18:27:11.499Z,ETC/ETH,ETC,ETH,poloniex,kraken,32.37077966094495,1.3274649135354704,0.0013274649135354703,0.1,45.953,1.87915465041,0.0041283776911895664,0.21969334404109975
2019-09-05T18:27:39.634Z,2019-09-05T18:27:40.855Z,ETC/BTC,ETC,BTC,binance,kraken,56.90486530196627,0.03794324353464418,3.794324353464418e-05,0.1,59.44,0.039587040000000004,6.15412568319984e-05,0.1554580914157724
2019-09-05T18:27:54.656Z,2019-09-05T18:27:58.549Z,ETC/BTC,ETC,BTC,gateio,kraken,96.85034459865783,0.06483237494178701,6.483237494178701e-05,0.1,176.305,0.11777174,0.0005315642351220035,0.4513512622994306
2019-09-05T18:28:24.612Z,2019-09-05T18:28:31.557Z,ETC/BTC,ETC,BTC,cointiger,kraken,66.95832478917352,0.04473497509702427,4.4734975097024266e-05,0.1,145.971,0.09736265699999999,0.0006935344187182224,0.7123207604309961
2019-09-05T18:28:24.613Z,2019-09-05T18:28:34.887Z,ETC/ETH,ETC,ETH,hitbtc,kraken,23.814296208424906,0.9750219846754506,0.0009750219846754506,0.1,30,1.225722,0.00253251772119989,0.2066143645296315
