opp_created_at,ord_created_at,symbol,base,quote,buy_at,sell_at,invest.min.base,invest.min.quote,invest.min.profit,invest.min.profit_percent,invest.max.base,invest.max.quote,invest.max.profit,invest.max.profit_percent
2019-09-05T16:41:54.256Z,2019-09-05T16:41:55.469Z,ETC/BTC,ETC,BTC,okex,kraken,57.02075785249772,0.03790790471956733,3.790790471956733e-05,0.1,74.63328,0.049541571263999995,0.00020319493793138216,0.4101503701781787
2019-09-05T16:41:54.257Z,2019-09-05T16:41:58.487Z,ETC/BTC,ETC,BTC,gateio,kraken,81.19356859579786,0.05418995659799737,5.4189956597997374e-05,0.1,100,0.0666,0.0001826490959999788,0.27424789189186005
2019-09-05T16:41:54.260Z,2019-09-05T16:42:01.469Z,ETC/ETH,ETC,ETH,kucoin,kraken,37.49613164292956,1.5404169983077074,0.0015404169983077075,0.1,45.894,1.8830308199999999,0.003086873300881754,0.163931108726184
2019-09-05T16:42:24.306Z,2019-09-05T16:42:28.204Z,ETC/BTC,ETC,BTC,cointiger,kraken,66.86547926203545,0.04453900221257244,4.453900221257244e-05,0.1,100,0.0665,0.0003163612159999968,0.4757311518796944
2019-09-05T16:42:24.307Z,2019-09-05T16:42:31.599Z,ETC/ETH,ETC,ETH,hitbtc,kraken,15.67123544279061,0.6408986992009654,0.0006408986992009655,0.1,45.308,1.848996826,0.011429566002182145,0.6181495739453554
2019-09-05T16:42:54.283Z,2019-09-05T16:43:05.096Z,ETC/BTC,ETC,BTC,exmo,kraken,73.29908070135856,0.04887247561426342,4.887247561426342e-05,0.1,100,0.066533,0.0002496490959999903,0.37522597207399383
2019-09-05T16:43:14.008Z,2019-09-05T16:43:16.497Z,ETC/ETH,ETC,ETH,poloniex,kraken,30.35612665158391,1.246139990686109,0.0012461399906861092,0.1,45.308,1.85466395064,0.004497766033528139,0.24251110461148867
2019-09-05T16:43:24.276Z,2019-09-05T16:43:25.539Z,ETC/BTC,ETC,BTC,poloniex,kraken,77.38120810835717,0.05162206940047773,5.162206940047773e-05,0.1,100,0.066536,0.00021293697599998607,0.3200327281471475
2019-09-05T16:43:24.290Z,2019-09-05T16:43:28.208Z,ETC/BTC,ETC,BTC,binance,kraken,64.04486353656978,0.042639123375194106,4.2639123375194104e-05,0.1,100,0.0665,0.00035007333599998414,0.5264260691729085
2019-09-05T16:43:24.293Z,2019-09-05T16:43:31.557Z,ETC/ETH,ETC,ETH,binance,kraken,11.219710090538014,0.45742802073499833,0.00045742802073499837,0.1,45.308,1.843718444,0.018247143773091112,0.9896925331778648
2019-09-05T16:43:24.294Z,2019-09-05T16:43:34.210Z,ETC/ETH,ETC,ETH,okex,kraken,11.089635096485301,0.4520669488502271,0.0004520669488502271,0.1,45.308,1.8440356,0.01736667215563714,0.9417753190685224
2019-09-05T16:43:54.291Z,2019-09-05T16:43:58.211Z,ETC/BTC,ETC,BTC,gateio,kraken,81.19356859579786,0.05418995659799737,5.4189956597997374e-05,0.1,100,0.0666,0.0001826490959999788,0.27424789189186005
2019-09-05T16:43:54.295Z,2019-09-05T16:44:01.504Z,ETC/ETH,ETC,ETH,kucoin,kraken,31.57491154732491,1.2963725006756388,0.0012963725006756388,0.1,45.308,1.857763924,0.00420166377309128,0.22616779876124238
2019-09-05T16:44:24.271Z,2019-09-05T16:44:28.219Z,ETC/BTC,ETC,BTC,cointiger,kraken,66.86547926203545,0.04453900221257244,4.453900221257244e-05,0.1,100,0.0665,0.0003163612159999968,0.4757311518796944
2019-09-05T16:44:24.272Z,2019-09-05T16:44:31.553Z,ETC/ETH,ETC,ETH,hitbtc,kraken,15.754083225766648,0.6443132903240559,0.0006443132903240559,0.1,30,1.2243359999999999,0.005799707876799953,0.47370230694841564
2019-09-05T16:44:54.298Z,2019-09-05T16:45:01.533Z,ETC/BTC,ETC,BTC,hitbtc,kraken,65.58000503112152,0.043673146837358075,4.3673146837358075e-05,0.1,99.43,0.066081178,0.0003233155035359952,0.4892701875502207
